tourist_id,age,gender,nationality,city_visited,trip_duration_days,season,travel_company,total_spending_usd
T04557,8,Male,Sweden,Aswan,2,Winter,Prime Travel Egypt,275.35
T04558,8,Male,Germany,Alexandria,7,Winter,Sharm Club,1024.72
T04559,14,Male,Norway,Sharm El Sheikh,2,Winter,On The Go Tours Egypt,351.12
T04560,7,Male,Italy,Hurghada,3,Autumn,Paradise Travel Egypt,766.79
T04561,12,Male,Spain,Hurghada,6,Summer,Karnak Tours,1641.13
T04562,17,Female,Norway,Cairo,2,Winter,Lotus Tours Egypt,357.17
T04563,7,Female,France,Cairo,7,Summer,Insight Vacations Egypt,1159.1
T04564,16,Female,France,Alexandria,10,Summer,Spring Tours,1277.28
T04565,14,Male,Canada,Aswan,4,Winter,Travel Services Egypt,597.83
T04566,7,Male,Netherlands,Sharm El Sheikh,7,Summer,Egypt Time Travel,1572.59
T04567,6,Male,Netherlands,Alexandria,10,Summer,Insight Vacations Egypt,1479.29
T04568,18,Male,Australia,Sharm El Sheikh,10,Winter,Galaxy Travel Egypt,3064.99
T04569,16,Male,Norway,Aswan,4,Winter,Sun International,1102.06
T04570,17,Female,Australia,Hurghada,2,Winter,Travel Choice Egypt,420.35
T04571,13,Male,Sweden,Alexandria,10,Summer,Emo Tours Egypt,1531.04
T04572,13,Male,Italy,Hurghada,5,Spring,Pioneer Travel Egypt,1339.92
T04573,8,Male,Sweden,Alexandria,5,Spring,Elite Egypt Tours,525.05
T04574,14,Male,Sweden,Alexandria,2,Spring,Modern Travel Egypt,296.55
T04575,12,Male,Denmark,Aswan,8,Summer,Best Egypt Tours,982.69
T04576,9,Female,Germany,Luxor,5,Summer,Memphis Tours,1144.97
T04577,14,Female,Australia,Aswan,2,Spring,Lady Egypt Tours,276.53
T04578,9,Male,Germany,Luxor,9,Spring,On The Go Tours Egypt,1073.07
T04579,5,Male,Norway,Hurghada,4,Winter,Best Egypt Tours,785.26
T04580,7,Male,France,Luxor,8,Winter,Lotus Tours Egypt,1914.21
T04581,14,Female,Denmark,Aswan,7,Summer,Express Travel Egypt,1290.22
T04582,15,Female,Netherlands,Sharm El Sheikh,8,Spring,Universal Travel Egypt,1923.62
T04583,11,Female,Netherlands,Aswan,5,Summer,Vision Travel Egypt,994.31
T04584,5,Male,UK,Hurghada,5,Winter,King Tut Tours,1425.96
T04585,18,Female,USA,Cairo,3,Winter,Falcon Travel Egypt,255.85
T04586,14,Male,UK,Luxor,7,Autumn,Imperial Egypt,863.52
T04587,15,Female,Australia,Aswan,8,Autumn,Infinity Travel Egypt,1762.08
T04588,5,Female,Spain,Sharm El Sheikh,10,Winter,Lady Egypt Tours,3339.57
T04589,14,Female,Italy,Sharm El Sheikh,7,Spring,Egypt Tours Portal,1217.09
T04590,9,Female,Canada,Luxor,6,Summer,Lotus Travel Egypt,1008.31
T04591,9,Male,Italy,Sharm El Sheikh,7,Autumn,Star Travel Egypt,1451.94
T04592,18,Female,France,Sharm El Sheikh,8,Summer,Royal Travel Egypt,1854.17
T04593,17,Female,Australia,Alexandria,7,Spring,Scandia Tours Egypt,653.0
T04594,6,Female,Australia,Sharm El Sheikh,4,Spring,Moon Travel Egypt,656.41
T04595,9,Female,Spain,Luxor,2,Spring,Royal Vacation Egypt,363.37
T04596,5,Male,Germany,Hurghada,4,Winter,Travel Choice Egypt,653.05
T04597,8,Male,Germany,Alexandria,2,Winter,Vision Travel Egypt,228.4
T04598,12,Female,Germany,Aswan,2,Autumn,Isis Travel,315.01
T04599,6,Male,Australia,Cairo,3,Autumn,King Tut Tours,414.24
T04600,6,Female,Germany,Alexandria,3,Summer,Blue Sky Travel Egypt,314.37
T04601,18,Female,Denmark,Alexandria,8,Autumn,Legend Travel Egypt,1281.95
T04602,18,Male,France,Aswan,2,Autumn,Falcon Travel Egypt,321.64
T04603,15,Female,Sweden,Luxor,2,Spring,Heliopolis Travel,249.6
T04604,12,Female,Canada,Alexandria,3,Summer,Egypt Holiday Makers,463.66
T04605,13,Male,UK,Alexandria,9,Spring,Travel World Egypt,1486.63
T04606,7,Male,Norway,Aswan,5,Autumn,Classic Tours Egypt,1288.27
T04607,13,Male,Australia,Luxor,10,Summer,Plan Egypt Tours,2487.77
T04608,5,Female,Germany,Alexandria,9,Autumn,Universal Travel Egypt,850.5
T04609,10,Male,USA,Aswan,6,Autumn,Pioneer Travel Egypt,1737.52
T04610,6,Male,Italy,Aswan,3,Winter,Travel Point Egypt,777.66
T04611,17,Female,Netherlands,Aswan,4,Autumn,Sunrise Travel Egypt,768.3
T04612,6,Male,Norway,Sharm El Sheikh,9,Spring,Sakkara Travel,1553.45
T04613,7,Male,Australia,Hurghada,6,Spring,Global Travel Egypt,1294.57
T04614,13,Male,Italy,Alexandria,10,Winter,Classic Tours Egypt,1530.72
T04615,10,Female,Australia,Cairo,9,Autumn,Echo Egypt Travel,1083.06
T04616,9,Male,France,Luxor,9,Summer,Pharaohs Tours,935.29
T04617,10,Female,Canada,Alexandria,10,Spring,Karnak Tours,1268.96
T04618,8,Female,Italy,Hurghada,6,Spring,Cosmos Travel Egypt,1143.31
T04619,7,Female,Spain,Hurghada,5,Winter,United Travel Egypt,1017.32
T04620,16,Male,USA,Luxor,2,Autumn,Dynasty Travel Egypt,292.46
T04621,13,Male,Denmark,Luxor,10,Autumn,World Travel Egypt,1890.16
T04622,12,Female,Germany,Aswan,8,Summer,Vision Travel Egypt,2394.05
T04623,15,Female,Denmark,Cairo,7,Summer,MISR Travel,1096.66
T04624,13,Female,Italy,Luxor,2,Spring,Future Travel Egypt,295.78
T04625,5,Female,Italy,Sharm El Sheikh,7,Winter,New Horizon Travel Egypt,1784.33
T04626,17,Male,USA,Sharm El Sheikh,9,Autumn,Pharaohs Tours,2810.55
T04627,9,Male,UK,Alexandria,7,Summer,Elite Egypt Tours,1097.39
T04628,7,Female,UK,Alexandria,3,Summer,Vision Travel Egypt,450.28
T04629,6,Male,USA,Alexandria,6,Summer,Mirage Travel Egypt,693.57
T04630,17,Male,Australia,Alexandria,9,Summer,Imperial Egypt,913.99
T04631,15,Male,UK,Hurghada,6,Winter,Orient Travel Egypt,1516.03
T04632,18,Male,Norway,Alexandria,9,Autumn,Pioneer Travel Egypt,1048.68
T04633,13,Male,USA,Sharm El Sheikh,2,Winter,Zenith Travel Egypt,410.74
T04634,10,Male,Canada,Cairo,5,Autumn,Cosmos Travel Egypt,545.93
T04635,9,Male,Norway,Cairo,9,Summer,Egypt Tailor Made Tours,884.9
T04636,9,Male,Australia,Sharm El Sheikh,3,Winter,Continental Tours Egypt,572.66
T04637,6,Male,France,Cairo,2,Summer,Deluxe Tours Egypt,221.41
T04638,7,Male,Netherlands,Hurghada,7,Spring,United Travel Egypt,1492.22
T04639,9,Female,Germany,Cairo,2,Spring,Isis Travel,319.24
T04640,17,Female,Spain,Sharm El Sheikh,10,Spring,Professional Travel Egypt,1937.93
T04641,14,Female,Sweden,Cairo,3,Autumn,Luxor and Aswan Travel,262.67
T04642,7,Female,Norway,Luxor,5,Spring,Egypt Holiday Makers,1165.54
T04643,11,Female,USA,Hurghada,4,Summer,Golden Travel Egypt,925.57
T04644,8,Male,France,Alexandria,3,Winter,White Desert Tours,498.22
T04645,12,Female,Australia,Cairo,4,Summer,Silver Travel Egypt,322.0
T04646,11,Male,Australia,Hurghada,7,Summer,Memphis Tours,2107.92
T04647,14,Male,Germany,Sharm El Sheikh,8,Winter,Modern Travel Egypt,1379.31
T04648,14,Male,Italy,Hurghada,5,Summer,Royal Travel Egypt,1327.32
T04649,12,Male,Canada,Hurghada,5,Summer,Top Travel Egypt,1275.97
T04650,6,Female,UK,Hurghada,6,Summer,Osoris Travel,1665.85
T04651,7,Female,Sweden,Cairo,5,Spring,Ultimate Travel Egypt,657.99
T04652,12,Female,USA,Aswan,7,Summer,Magic Carpet Travel,1830.51
T04653,18,Female,Germany,Aswan,5,Autumn,Prestige Travel Egypt,1463.11
T04654,15,Female,USA,Aswan,2,Spring,Smart Travel Egypt,311.33
T04655,15,Female,UK,Sharm El Sheikh,5,Winter,Heliopolis Travel,1026.38
T04656,12,Female,Spain,Aswan,7,Spring,Premier Travel Egypt,1712.05
T04657,16,Male,UK,Sharm El Sheikh,4,Autumn,Egypt Time Travel,1298.28
T04658,13,Male,Netherlands,Aswan,4,Summer,Travel Experts Egypt,936.58
T04659,12,Female,Italy,Aswan,9,Autumn,Echo Egypt Travel,1778.49
T04660,11,Male,Netherlands,Cairo,9,Autumn,Adventure Egypt Tours,1737.25
T04661,14,Female,Netherlands,Luxor,10,Summer,Red Sea Travel Egypt,1722.78
T04662,9,Male,Norway,Sharm El Sheikh,6,Autumn,Crystal Travel Egypt,1324.89
T04663,16,Male,Canada,Luxor,3,Spring,Classic Tours Egypt,475.46
T04664,16,Female,USA,Hurghada,4,Autumn,Modern Travel Egypt,858.52
T04665,9,Male,Australia,Cairo,8,Spring,Travel Masters Egypt,651.14
T04666,18,Male,USA,Sharm El Sheikh,4,Winter,Safari Travel Egypt,1273.91
T04667,15,Male,Norway,Hurghada,6,Spring,Sharm Club,1708.27
T04668,9,Female,France,Sharm El Sheikh,2,Spring,Dynasty Travel Egypt,605.55
T04669,6,Female,USA,Alexandria,10,Summer,Zenith Travel Egypt,953.76
T04670,6,Male,Netherlands,Sharm El Sheikh,5,Winter,Memphis Tours,995.03
T04671,12,Male,UK,Cairo,2,Autumn,Sky Travel Egypt,321.57
T04672,7,Female,Spain,Hurghada,2,Autumn,Crystal Travel Egypt,452.33
T04673,17,Male,Germany,Alexandria,5,Autumn,Travel Line Egypt,753.5
T04674,10,Female,Sweden,Alexandria,8,Summer,Emerald Travel Egypt,1016.46
T04675,15,Male,Spain,Aswan,3,Winter,New Horizon Travel Egypt,545.85
T04676,10,Male,Germany,Sharm El Sheikh,8,Autumn,Silver Travel Egypt,2163.32
T04677,9,Male,Canada,Luxor,2,Autumn,Luxor and Aswan Travel,467.31
T04678,7,Female,Denmark,Hurghada,4,Autumn,Red Sea Travel Egypt,928.34
T04679,11,Female,UK,Alexandria,4,Winter,Heliopolis Travel,490.09
T04680,15,Female,Spain,Sharm El Sheikh,6,Spring,Moon Travel Egypt,1486.71
T04681,18,Male,UK,Cairo,10,Autumn,Blue Sky Travel Egypt,1089.77
T04682,8,Male,France,Luxor,9,Autumn,Travel World Egypt,1909.52
T04683,12,Female,USA,Luxor,5,Summer,Jasmine Travel Egypt,1153.95
T04684,9,Female,Germany,Aswan,8,Autumn,Mirage Travel Egypt,1117.03
T04685,11,Female,Italy,Alexandria,5,Summer,Continental Tours Egypt,576.29
T04686,9,Female,UK,Luxor,4,Spring,Future Travel Egypt,776.95
T04687,17,Male,Australia,Sharm El Sheikh,4,Spring,Crystal Travel Egypt,1123.96
T04688,16,Male,Netherlands,Alexandria,10,Autumn,Crystal Travel Egypt,1525.52
T04689,15,Female,Germany,Cairo,6,Winter,Wings Tours Egypt,1071.96
T04690,14,Male,France,Sharm El Sheikh,3,Autumn,Travel Services Egypt,537.2
T04691,17,Male,France,Luxor,5,Autumn,Prime Travel Egypt,934.79
T04692,6,Female,Canada,Alexandria,4,Summer,Imperial Egypt,484.59
T04693,13,Female,Spain,Cairo,9,Spring,Superior Travel Egypt,789.24
T04694,14,Male,Denmark,Alexandria,9,Summer,Blue Sky Travel Egypt,1461.78
T04695,16,Male,Netherlands,Sharm El Sheikh,5,Winter,King Tut Tours,835.61
T04696,5,Male,Australia,Cairo,3,Autumn,Travel Choice Egypt,415.81
T04697,6,Female,Australia,Cairo,5,Winter,Top Travel Egypt,741.04
T04698,12,Male,USA,Cairo,7,Spring,Great Pyramid Travel,774.36
T04699,7,Male,Netherlands,Alexandria,10,Winter,Prime Travel Egypt,1667.22
T04700,16,Male,USA,Hurghada,5,Winter,United Travel Egypt,1034.04
T04701,8,Male,Italy,Cairo,6,Winter,Isis Travel,667.52
T04702,9,Male,Denmark,Alexandria,10,Spring,Golden Egypt Tours,1155.58
T04703,5,Male,Sweden,Cairo,5,Summer,White Desert Tours,996.21
T04704,15,Male,Sweden,Hurghada,10,Summer,Prestige Travel Egypt,2186.49
T04705,16,Male,Norway,Alexandria,10,Autumn,World Travel Egypt,1579.66
T04706,11,Female,France,Cairo,5,Summer,Globe Travel Egypt,403.48
T04707,5,Female,Norway,Alexandria,9,Summer,Egypt Tours Portal,1413.56
T04708,16,Female,Denmark,Hurghada,5,Spring,Paradise Travel Egypt,892.07
T04709,9,Male,Australia,Luxor,8,Winter,Top Travel Egypt,918.28
T04710,17,Female,Netherlands,Alexandria,8,Spring,Grand Tours Egypt,976.46
T04711,6,Male,Spain,Hurghada,4,Autumn,Vision Travel Egypt,702.86
T04712,15,Female,Sweden,Aswan,10,Autumn,Isis Travel,2612.63
T04713,9,Male,Canada,Luxor,3,Spring,Travco Travel,612.17
T04714,17,Male,Spain,Aswan,6,Autumn,Crystal Travel Egypt,973.78
T04715,16,Male,Spain,Aswan,3,Winter,Vacation Travel Egypt,683.53
T04716,14,Male,Australia,Cairo,3,Autumn,Falcon Travel Egypt,396.43
T04717,8,Female,Italy,Sharm El Sheikh,3,Winter,Victory Travel Egypt,543.29
T04718,14,Female,Canada,Luxor,7,Spring,Pioneer Travel Egypt,756.1
T04719,12,Female,USA,Hurghada,10,Spring,Ultimate Travel Egypt,1966.59
T04720,11,Female,Norway,Sharm El Sheikh,7,Spring,Classic Tours Egypt,2328.16
T04721,5,Female,USA,Alexandria,5,Autumn,Nefertiti Travel,793.68
T04722,16,Female,Italy,Alexandria,2,Summer,Golden Egypt Tours,305.18
T04723,16,Male,Australia,Aswan,3,Autumn,Travel Choice Egypt,398.29
T04724,13,Male,UK,Alexandria,3,Winter,Vacation Travel Egypt,292.79
T04725,14,Male,Germany,Luxor,4,Autumn,International Travel Egypt,917.2
T04726,18,Female,Spain,Luxor,5,Autumn,Golden Egypt Tours,1206.22
T04727,15,Male,USA,Cairo,5,Winter,Echo Egypt Travel,548.56
T04728,6,Male,Australia,Hurghada,4,Spring,Regency Travel Egypt,671.59
T04729,18,Female,Netherlands,Sharm El Sheikh,7,Winter,Vacation Travel Egypt,1888.5
T04730,10,Female,France,Hurghada,9,Spring,Golden Travel Egypt,2224.36
T04731,13,Female,Sweden,Cairo,10,Autumn,Global Travel Egypt,1385.8
T04732,7,Female,Germany,Hurghada,4,Summer,Moon Travel Egypt,977.06
T04733,18,Female,Sweden,Alexandria,7,Spring,Falcon Travel Egypt,1197.14
T04734,13,Female,UK,Luxor,3,Spring,Infinity Travel Egypt,731.97
T04735,15,Male,Denmark,Cairo,8,Spring,Abercrombie & Kent Egypt,1236.41
T04736,6,Male,Germany,Sharm El Sheikh,10,Winter,Egypt Tailor Made Tours,1984.4
T04737,7,Male,Germany,Cairo,8,Autumn,Mirage Travel Egypt,1139.49
T04738,8,Female,USA,Aswan,6,Spring,Insight Vacations Egypt,1698.17
T04739,14,Male,Germany,Aswan,9,Autumn,Travel Experts Egypt,1764.22
T04740,15,Female,Italy,Alexandria,2,Spring,Nefertiti Travel,192.75
T04741,5,Female,Canada,Alexandria,6,Spring,Egypt Time Travel,892.24
T04742,17,Male,Spain,Alexandria,10,Spring,Magic Carpet Travel,925.26
T04743,13,Male,Spain,Sharm El Sheikh,6,Autumn,World Travel Egypt,1762.37
T04744,18,Female,Canada,Alexandria,3,Summer,Egypt Tailor Made Tours,523.04
T04745,15,Female,Spain,Luxor,3,Winter,Infinity Travel Egypt,597.37
T04746,13,Male,Canada,Sharm El Sheikh,2,Spring,International Travel Egypt,467.04
T04747,16,Male,Germany,Cairo,7,Autumn,Nefertiti Travel,1311.97
T04748,12,Male,France,Alexandria,9,Spring,Orient Travel Egypt,1175.59
T04749,15,Male,Sweden,Hurghada,8,Summer,Elite Egypt Tours,2482.3
T04750,15,Female,UK,Alexandria,9,Autumn,Oasis Travel Egypt,1265.18
T04751,13,Female,UK,Luxor,8,Autumn,Osoris Travel,1957.13
T04752,11,Female,USA,Cairo,4,Autumn,Travel Point Egypt,723.27
T04753,18,Male,Denmark,Aswan,7,Spring,Adventure Egypt Tours,1182.98
T04754,14,Female,Norway,Cairo,10,Winter,Cosmos Travel Egypt,1240.12
T04755,17,Female,France,Aswan,6,Winter,Blue Sky Travel Egypt,1273.99
T04756,12,Female,Netherlands,Luxor,10,Winter,Explore Egypt Tours,2025.83
T04757,17,Female,USA,Hurghada,5,Summer,Travel Experts Egypt,1526.48
T04758,16,Female,USA,Alexandria,7,Winter,Karnak Tours,1181.42
T04759,7,Male,UK,Luxor,4,Spring,Global Travel Egypt,707.75
T04760,5,Female,Denmark,Alexandria,3,Summer,Sakkara Travel,365.13
T04761,14,Female,USA,Aswan,6,Winter,Travel Line Egypt,991.98
T04762,12,Female,Norway,Luxor,4,Summer,Explore Egypt Tours,695.68
T04763,17,Female,Canada,Hurghada,4,Autumn,Travel Experts Egypt,566.39
T04764,9,Female,Norway,Cairo,9,Summer,Queen Egypt Tours,1734.37
T04765,7,Female,Spain,Alexandria,3,Summer,Vision Travel Egypt,406.39
T04766,16,Female,France,Aswan,10,Winter,Ultimate Travel Egypt,2789.84
T04767,14,Female,Australia,Hurghada,3,Spring,Jasmine Travel Egypt,441.36
T04768,6,Male,Spain,Luxor,9,Spring,Heliopolis Travel,1213.18
T04769,10,Female,Germany,Cairo,8,Spring,Moon Travel Egypt,1302.0
T04770,18,Female,Australia,Hurghada,10,Winter,Deluxe Tours Egypt,3073.81
T04771,15,Male,Sweden,Aswan,9,Summer,Grand Tours Egypt,1398.85
T04772,17,Male,UK,Aswan,7,Winter,Plan Egypt Tours,1390.93
T04773,15,Female,Sweden,Sharm El Sheikh,6,Autumn,Lotus Travel Egypt,921.36
T04774,17,Male,Spain,Hurghada,9,Summer,Deluxe Tours Egypt,2465.89
T04775,15,Female,USA,Alexandria,5,Winter,Heliopolis Travel,899.45
T04776,12,Male,USA,Sharm El Sheikh,2,Autumn,Sky Travel Egypt,430.51
T04777,14,Female,Australia,Cairo,10,Winter,Egypt Tailor Made Tours,1181.29
T04778,17,Female,Australia,Aswan,5,Winter,Sakkara Travel,1332.24
T04779,13,Male,Germany,Luxor,10,Spring,MISR Travel,1088.77
T04780,5,Female,USA,Luxor,8,Spring,Orient Travel Egypt,1839.9
T04781,6,Male,Sweden,Sharm El Sheikh,9,Summer,On The Go Tours Egypt,1918.11
T04782,18,Male,Sweden,Hurghada,6,Spring,Travel Point Egypt,1875.0
T04783,5,Female,Norway,Sharm El Sheikh,5,Summer,Travel Point Egypt,765.9
T04784,11,Male,UK,Aswan,7,Autumn,Travco Travel,1904.34
T04785,12,Male,Spain,Hurghada,7,Summer,Travel World Egypt,1401.79
T04786,12,Male,Italy,Luxor,8,Summer,Lotus Tours Egypt,1906.63
T04787,18,Male,Sweden,Alexandria,7,Winter,Lotus Tours Egypt,1024.24
T04788,13,Male,USA,Cairo,7,Winter,Egypt Holiday Makers,1228.51
T04789,18,Male,Australia,Aswan,4,Summer,Travel Line Egypt,916.93
T04790,13,Female,Germany,Sharm El Sheikh,8,Winter,Infinity Travel Egypt,1935.24
T04791,5,Male,UK,Cairo,8,Summer,Karnak Tours,1311.01
T04792,7,Female,Italy,Alexandria,5,Winter,Blue Sky Travel Egypt,494.01
T04793,5,Female,Canada,Hurghada,9,Autumn,Abercrombie & Kent Egypt,2737.03
T04794,13,Male,Sweden,Luxor,9,Autumn,Great Pyramid Travel,911.69
T04795,15,Female,Germany,Cairo,7,Spring,Wings Tours Egypt,790.4
T04796,12,Female,Sweden,Luxor,7,Winter,Travel House Egypt,707.42
T04797,16,Female,UK,Alexandria,10,Spring,Isis Travel,1530.68
T04798,6,Female,Italy,Aswan,7,Autumn,Egypt Tailor Made Tours,930.35
T04799,12,Female,Canada,Hurghada,10,Summer,Blue Sky Travel Egypt,2120.18
T04800,6,Male,France,Hurghada,9,Autumn,Modern Travel Egypt,1772.87
T04801,16,Male,Norway,Cairo,4,Summer,Vacation Travel Egypt,605.43
T04802,13,Male,Norway,Luxor,2,Winter,Plan Egypt Tours,316.16
T04803,17,Male,Netherlands,Alexandria,4,Spring,Professional Travel Egypt,422.75
T04804,13,Male,Norway,Alexandria,8,Spring,Egypt Direct Tours,1266.75
T04805,15,Female,Norway,Luxor,6,Summer,Royal Travel Egypt,1109.32
T04806,11,Female,Italy,Luxor,5,Winter,Elite Egypt Tours,815.01
T04807,15,Male,UK,Hurghada,8,Winter,Universal Travel Egypt,2486.13
T04808,18,Female,UK,Hurghada,10,Winter,Express Travel Egypt,2089.42
T04809,14,Male,USA,Cairo,7,Summer,On The Go Tours Egypt,1097.07
T04810,6,Male,UK,Aswan,9,Spring,Express Travel Egypt,1487.55
T04811,16,Female,USA,Cairo,9,Winter,Travel Line Egypt,1524.81
T04812,6,Male,UK,Luxor,2,Autumn,Pharaohs Tours,442.94
T04813,11,Female,France,Sharm El Sheikh,10,Winter,Galaxy Travel Egypt,2215.91
T04814,6,Female,Australia,Cairo,3,Spring,Superior Travel Egypt,279.37
T04815,9,Female,USA,Cairo,2,Summer,Golden Travel Egypt,310.4
T04816,14,Female,Netherlands,Hurghada,9,Winter,Majestic Travel Egypt,1323.18
T04817,16,Male,UK,Hurghada,8,Winter,Travel House Egypt,1724.82
T04818,6,Male,France,Hurghada,8,Winter,Pioneer Travel Egypt,1194.67
T04819,16,Male,Canada,Aswan,3,Winter,Vacation Travel Egypt,540.98
T04820,5,Male,Sweden,Alexandria,8,Winter,Egypt Direct Tours,1159.2
T04821,12,Female,Sweden,Luxor,3,Spring,Adventure Egypt Tours,622.94
T04822,13,Female,UK,Cairo,2,Summer,Sky Travel Egypt,277.45
T04823,11,Female,Australia,Sharm El Sheikh,9,Spring,Professional Travel Egypt,2242.06
T04824,11,Male,Sweden,Hurghada,8,Summer,Grand Tours Egypt,2220.38
T04825,9,Female,Spain,Aswan,7,Autumn,Egypt Tours Portal,1453.17
T04826,6,Male,Spain,Sharm El Sheikh,6,Summer,Mirage Travel Egypt,1137.97
T04827,10,Male,USA,Alexandria,10,Summer,White Desert Tours,1038.38
T04828,16,Male,USA,Sharm El Sheikh,10,Autumn,Prestige Travel Egypt,2270.31
T04829,9,Male,Spain,Sharm El Sheikh,8,Autumn,Travel Point Egypt,1895.63
T04830,10,Female,Germany,Sharm El Sheikh,10,Summer,Wings Tours Egypt,2577.25
T04831,16,Female,Australia,Aswan,7,Winter,Silver Travel Egypt,899.08
T04832,11,Male,Norway,Alexandria,5,Summer,White Desert Tours,715.05
T04833,14,Female,USA,Alexandria,3,Winter,Paradise Travel Egypt,466.75
T04834,17,Female,Spain,Sharm El Sheikh,8,Autumn,Egypt Direct Tours,1829.0
T04835,18,Female,Netherlands,Hurghada,5,Winter,Travel Choice Egypt,1299.67
T04836,16,Male,Germany,Alexandria,8,Autumn,Zenith Travel Egypt,846.13
T04837,6,Female,USA,Cairo,4,Spring,Emo Tours Egypt,474.91
T04838,15,Male,Germany,Alexandria,6,Autumn,Nile Blue Tours,612.8
T04839,14,Female,UK,Cairo,2,Autumn,Lotus Tours Egypt,236.18
T04840,5,Male,Italy,Cairo,5,Autumn,Plan Egypt Tours,480.8
T04841,13,Female,Sweden,Luxor,3,Spring,Queen Egypt Tours,563.09
T04842,13,Female,Australia,Sharm El Sheikh,10,Summer,Cosmos Travel Egypt,3261.23
T04843,17,Female,Australia,Cairo,4,Winter,Regency Travel Egypt,434.45
T04844,16,Female,France,Luxor,2,Spring,Great Pyramid Travel,329.48
T04845,14,Male,UK,Hurghada,4,Autumn,Great Pyramid Travel,1230.92
T04846,18,Male,Australia,Luxor,5,Winter,Explore Egypt Tours,1058.15
T04847,9,Female,Australia,Cairo,3,Summer,Lady Egypt Tours,409.76
T04848,17,Male,Norway,Hurghada,5,Autumn,Vision Travel Egypt,1151.81
T04849,18,Female,UK,Hurghada,9,Autumn,Heliopolis Travel,2827.1
T04850,8,Female,UK,Alexandria,6,Spring,Nile Travel Egypt,673.89
T04851,15,Female,Denmark,Luxor,10,Winter,Golden Travel Egypt,1538.98
T04852,7,Male,Italy,Sharm El Sheikh,10,Autumn,Insight Vacations Egypt,1544.34
T04853,9,Male,Italy,Cairo,8,Winter,Ultimate Travel Egypt,1571.64
T04854,6,Female,USA,Hurghada,10,Winter,Nile Blue Tours,2597.57
T04855,18,Female,Spain,Hurghada,3,Summer,Wonder Travel Egypt,825.8
T04856,7,Male,Norway,Hurghada,7,Summer,World Travel Egypt,1449.17
T04857,15,Male,Australia,Cairo,7,Winter,Prestige Travel Egypt,659.46
T04858,16,Female,Canada,Sharm El Sheikh,3,Winter,Zenith Travel Egypt,916.54
T04859,11,Male,Sweden,Cairo,6,Winter,Pyramids Land Tours,773.34
T04860,18,Female,Norway,Luxor,6,Winter,Superior Travel Egypt,974.49
T04861,15,Female,Spain,Hurghada,7,Autumn,Cosmos Travel Egypt,1291.0
T04862,13,Female,UK,Luxor,3,Winter,White Desert Tours,730.54
T04863,13,Female,Australia,Aswan,9,Winter,Prestige Travel Egypt,1983.95
T04864,6,Female,Spain,Hurghada,4,Summer,Nile Travel Egypt,1247.04
T04865,14,Female,Australia,Luxor,10,Winter,Sun International,2288.7
T04866,9,Female,France,Hurghada,5,Spring,Magic Carpet Travel,894.46
T04867,10,Male,Norway,Cairo,9,Autumn,Silver Travel Egypt,1109.92
T04868,13,Female,Spain,Hurghada,10,Spring,Imperial Egypt,2546.29
T04869,14,Female,UK,Aswan,7,Summer,Journey Egypt,1055.67
T04870,9,Female,USA,Sharm El Sheikh,5,Summer,Pyramids Land Tours,864.07
T04871,7,Female,Netherlands,Alexandria,2,Autumn,Wonder Travel Egypt,275.75
T04872,10,Male,Norway,Sharm El Sheikh,3,Autumn,Classic Tours Egypt,864.93
T04873,5,Female,Sweden,Luxor,7,Autumn,Sharm Club,1223.99
T04874,10,Female,UK,Cairo,10,Spring,Prime Travel Egypt,1377.52
T04875,6,Male,Denmark,Sharm El Sheikh,6,Autumn,Egypt Holiday Makers,1810.99
T04876,16,Female,USA,Hurghada,4,Summer,Golden Egypt Tours,1109.98
T04877,10,Male,France,Sharm El Sheikh,2,Winter,Nile Blue Tours,692.87
T04878,12,Female,UK,Alexandria,10,Winter,Galaxy Travel Egypt,1290.29
T04879,13,Male,Canada,Hurghada,3,Summer,Future Travel Egypt,443.46
T04880,10,Female,USA,Luxor,2,Summer,Ultimate Travel Egypt,370.13
T04881,15,Female,Germany,Hurghada,4,Winter,Journey Egypt,1237.7
T04882,10,Male,Spain,Alexandria,3,Spring,Paradise Travel Egypt,503.15
T04883,13,Female,Denmark,Cairo,9,Summer,Continental Tours Egypt,1262.92
T04884,5,Female,Norway,Aswan,5,Summer,Emerald Travel Egypt,742.11
T04885,10,Female,France,Sharm El Sheikh,2,Winter,Sun International,512.92
T04886,12,Male,UK,Hurghada,4,Summer,Royal Vacation Egypt,882.83
T04887,18,Male,Sweden,Alexandria,4,Summer,Egypt Time Travel,408.07
T04888,5,Female,Sweden,Alexandria,10,Autumn,Plan Egypt Tours,1492.84
T04889,5,Female,Australia,Luxor,9,Autumn,Nile Blue Tours,1927.98
T04890,10,Male,Canada,Alexandria,6,Winter,Osoris Travel,895.54
T04891,12,Male,Canada,Luxor,4,Winter,Royal Vacation Egypt,787.95
T04892,15,Male,Spain,Cairo,9,Spring,Superior Travel Egypt,1525.15
T04893,8,Female,Italy,Alexandria,8,Summer,Plan Egypt Tours,1090.49
T04894,17,Male,Denmark,Cairo,4,Autumn,Pyramids Land Tours,366.65
T04895,16,Female,Canada,Aswan,10,Spring,Isis Travel,1294.29
T04896,14,Male,Netherlands,Sharm El Sheikh,10,Winter,Crystal Travel Egypt,2137.15
T04897,6,Male,Spain,Aswan,3,Spring,Heliopolis Travel,535.37
